id,text,class
92974,"Doesn't live up to its description: I bought this tape and was extremely disappointed. I found this ""workout"" very boring and awkward. The instructor has a super-lean, flexible body (I wonder what she used to get that way, because there's no way it could have been this tape). She tries to be encouraging. I don't see how anybody could consider this exercise.
",negative
201320,"Great Value: What can you say? It's Corelle, and it's perfect. The 16-piece set for the price is the best value around. This particular ""country cottage"" pattern is adorable, and the pictures on the screen are true to the actual color you'll receive. The pattern is subtle enough to not clash with your food presentation. I don't care for the shape of the mugs at all, so we won't be using them. Plus, they loudly proclaim on the bottom of the mugs ""made in China"", something I can't stand. These dishes are packed for shipment extremely well.
",positive
97850,"This is Columbian?: This coffee does not taste like Colombian to me. It is rather bland and does not taste too much different than any grocery store canned coffee. I was quite disappointed. The cost was quite a bit less than others available which is why I tried it but I will pay more next time to have better quality. The beans look rather dry with little evidence of oil on them and it seems to be a medium roast. I brew my coffee using a Melitta type cone and make each cup as needed. Sorry but I just cant recommend this one.
",negative
137563,"They crack and break with normal hand washing: I have now had five of these glassed crack, all in the same area, and the only thing I can attribute this too, is normal hand washing with warm or hot water.None have ever been put in any dishwater, but the cracks and chips are signifant!!! This is complete junk and in fact should perhaps be recalled.I have never encountered anything like this.
",negative
66354,"So disappointed: I ordered this book over one year ago because of the rave reviews. I tried two recipes in it. The lemon pound cake was dense, too lemony and just all around not to my or my boyfriend's liking. The vanilla cupcakes were so, so. I make exceptional desserts from recipes in other books and articles and people have raved about them. I also follow instructions precisely. However, in this case I know that the recipes are not good (at least to me) and the baker is not the problem. I guess I just don't have a taste for the recipes in this book. I am almost afraid to try another recipe because the two others have been so disappointing.Perhaps this book is for someone who has different tastes from the norm. However, I like decadent desserts. So far I'm thoroughly disappointed and wished I hadn't purchased the book.
",negative
27872,"Awesome Cleats: I love the pink cleats shown... there look is so bright and when your on the field the cleats just glow as you run and its so cool !! That is why i love these cleats.
",positive
141438,"A fun adrenline filled adventure.: While this is not for kids under the age of 16, this is a fun adventure race movie. Its basically racing in space with aliens and hot babes and weird technology. In some ways this movie was nostalgic for me because I'm a child of the 80's a lot of the plot and visuals remind me of the anime we got in the 80's, in a good way. You have girls, you have racing, gratuitous and totaly unnecessary violence and crazy stuns that are done for sheer craziness. I liked it a lot. While it is not something I'd watch often, I think most would enjoy it at least once and then bring it out every couple of years to watch it again.
",positive
75257,"NOT THEIR BEST BUT STILL VERY GOOD: ""Back in Black"" will always be the measuring stick for all AC/DC releases. It is their best selling album ever, and simply their best album, period. While ""For those about to rock"" doesn't quite measure up to its predecessor's high standards, its still very good and well worth having.""Let's get it up"", ""C.O.D."",""Inject the Venom"" and the title cut are all strong numbers that stand out. I would say this album is darker and less commercial than ""Back in Black"". AC/DC has made a career of writing songs that follow basically the same formula (Heavy with a memorable chorus and upbeat guitar solo) and this LP is definately in that category.I love it personally, but I'm very biased towards the band, but its still a good, hard hitting album worth having in every collection.
",positive
126078,"Always jams up: I purchased this product 17 months ago and now it jams constantly after receiving about 5 pages. It crumples at the fusion roller where it's supposed to come out. When you call service support, they won't talk to you because it's six months out of warranty and they will give you a 900 number to call at a basic charge of $7.95 plus any minutes that you keep them on the phone over a period of time. Seems like I'm not the only one who is having this problem. This product is defective and from the other people's reviews, it seems like this product is timed to do this after the warranty runs out. I'll never buy another panasonic anything and told them where to stick it. Caveat Emptor! Now you've been warned.
",negative
108235,"Doomthrone: Yeah,Electric Wizard are the heroes of Doom.Leave thom to the Doomthrone! Smoke an listen.Smoke and listen.Turn up the volume and smoke.Listen and smoke....... My Tips: Funeralopolis,We hate you Check it and Buy it Rock on and SMOOOOOOOOOOOOOOOOOOOOOOOOOOOOOKE
",positive
224111,"annoyed user: does not work with skype most of the time. when it does work it has echoes on both ends. i have to dial it from the computer it will not dial or select a friend to call from the dual phone.
",negative
140031,"One of the most moving soundtracks I have ever listened to!: I have wanted this soundtrack for months and now that I finally have it I am at a loss for words. Every single song on this CD only reminds me what a cool show this truly is. Though I am fairly new to it (I started watching late in the fourth season) I have not missed a single episode since I first watched it. The best songs on this CD are of course the Main Title, The Warrior Princess, Glede Ma Glede, Quarterman's Festival, and Calisto's Wrath. Any one who loves Xena would love this CD, and even people who aren't neccesarily die hard fans might get some enjoyment out of it, since the music is compeling and haunting even if one has never seen the show before.
",positive
70929,"When did my fave series go down the drain?: I must say that I'm sooooo sad to see Wonder die. She was the reason thoroughbreds exist! I would have been able to handle it ok but not only is onder dieing but I'm desperately missing other horses! Where are Wonders offspring gone? Are we ever going to hear how Legacy's going? And Fleet Goddess deserves a bit more credit too! Whatever happened to Precosious? As much as I hated Cindy, I am starting to miss her and Glory, after they where violently shoved from the series. To conclude my reveiw, I will say that I will always read this series, hoping that good 'ol Joe will start to write more.
",negative
253020,"Very helpful: This is such a hard language to find information on so I was pleased that I found this disc. It is very helpful in teaching the basics. My only problem is there were certain functions within the program that wouldn't work and kept giving me errors, but I'd still recommend this to anyone wanting to learn basic Papiamento.
",positive
185042,"Great Fire Truck!!: My 2 year old son loves fire trucks and he absolutely loved putting this fun puzzle together. It was very easy and exciting for my little boy.
",positive
72333,"Not the same as picture!!: Ordered one of these before, good deal. I ordered again (about 6 months later) and what I got is just junk compared to the last one. It doesn't look like the picture at all. I think they use left over pieces of wood and the cheapest hooks they could find. Do not buy!
",negative
73383,"Under Appreciated: After the overkill production of 'Destiny' Chaka Khan knuckles down with a leaner,smoother and therefore funkier setof songs.On the Prince pend horn funk of ""Sticky Wicked"" Khan tries her expert hand at rap and on a cover of ""End Of A Love Affair"" she tries to pull off Billie Holiday's beaten,defeatedvocal style yet comes off much nicer.And on cuts like ""SoulTalkin'"",""Make It Last"" and the grooving ""It's my Party"" sheshows as savvy that proves even during Chaka's own personalcrisis with coming off of drugs and dealing with a teenage daughter her independant flair still comes off nicely.
",positive
169795,"Great New Cans...: This is the first really 'Pro-Series' pair of headphones I have owned. I have been buying and enjoying various Sony MDR series cans for years, but I decided to step up since I love music so much. I have only had the phones for 2 days, and they are far from 'burned-in', but I can tell right now that I will get years of enjoyment from these headphones. I have already been able to hear subtle differences on some recordings because of the extended range of the neodynium magnets and superb construction that Sennheiser put into this product. Now, all I have to do is to get a good case to protect my new investment and I will be one happy little listener - and as I am an artist and spend hours working by myself, that is a very good thing!
",positive
159754,"Smile Empty Soul may bring a smile to your face: I had never even heard the single Bottom of a Bottle on the radio when I first saw Smile Empty Soul live. They were so good live that me and my friend who had gone to the concert with me both went and bought the CD that weekend, and we both loved it. I listen to it all the time, it quickly fought it's way up my favorites list. This is one of those rare CDs where not a single song needs be skipped, it is one to listen to in all moods, and it was one that may quickly grow on your friends too. Hope you all enjoy as much as I did.
",positive
122763,"The Magdalene Sisters: This absorbing film follows the fate of several teen girls who are de facto inmates in a 1960s convent for wayward girls. Basing his script on actual reformatories run in the 1960s by the Irish Catholic Church, Scottish actor-director Mullan clearly has an investment in the subject matter, injecting a gripping sense of urgency that sets ""Girls"" apart from other social-issue films. Striking performances from all four lead actors and Mullan's careful, sympathetic attention to the daily strife that affects these young girls may not leaven the dour tone, but they do give his harrowing drama a sense of outraged humanitarianism. Hard to forget.
",positive
91838,"Feels great to Sweat and dance at the same time: Every morning between 6.15 and 6.45 I use the ddr. I had stopped excercising 12 years back. I did try to get back...but was never succesful at keeping the continuity.Its been 15 days since i got my mat. I havent missed a single day. I'm sweating well. Eating and sleeping better. I feel lighter already(though i may not look it.) and I'm having a lot of fun.
",positive
106947,"It's all about Peoples!!: Shaft initially struck me as anticlimatic. Until I took a closer look at the stellar performance of Jeffrey Wright as Peoples. Wright captured the heart and soul of the designer-clad,thick-accented Dominican Republican and made him come alive in a way that brought a sharp pang of homesickness to this Bronx-bred sister. As I listened to Wright speak and witnessed his swaggering machismo I could hardly believe he was American born. This film was decent and sometimes even surprising but Peoples definitely proved himself the 'star'. Busta Rhymes injected a strong note of hilarity and Vanessa Williams was very believable in her role as a street cop (no sign of glamour). Samuel L. Jackson was a good-looking Shaft but came across as a little too volatile.
",positive
258621,"Fantastic! Fun! Fresh as a DAISY!: This is one of the BEST holiday albums I own! A wonderfully eclectic array of beautiful, interesting, even FUN music! Awards should go not only to these incredibly talented young ladies, who perform all these arrangements with such finesse, but to the arrangers, the producers, and the songwriters who contributed to this project! Along with the bright new treatments of old Christmas favorites such as Deck the Halls, Jingle Bells, and Sleigh Ride, the girls deliver some smooth new sounds in songs like That's What I Want for Christmas,and Tinsletown. Then, they join Rascal Flatts in Twist of the Magi, my very favorite offbeat but beautifully-set piece from the mix. A great holiday experience, this CD will hopefully go down in history as one of the standards for years to come. If you don't already have it.....GET IT!! You won't be disappointed!
",positive
16738,"Close your eyes and drift away.......: as buying this album will provide you with a piece of music, getting you into a gloomy and sensual mood after a hot day spent on the beach. Truly awesome! After heard Nude Dimensions vol. 2, which is a more upbeat album, I really thought the Naked Music record label could impossibly outbeat themselves from a quality and beauty perspective. Well......they did!!
",negative
81469,"Highly Recommended by Physical Therapist: I am a Physical Therapist who uses the McKenzie approach to low back and neck pain. I was introduced to the techniques during one of my clicical affiliations as a student. I can honestly say that there have been very few patients that I have treated that have not been able to find relief with this technique. ""Treat Your Own Back"" is a wonderful resource that I issue to the majority of my patients in conjunction with their treatment and home exercise program. The book includes a basic, but thorough review of spinal anatomy. Also has very easy to understand text accompanied by pictures explaining the text. I highly recommend this book; however, if one does not achieve relief with this technique, or if thier symptoms increase or travel to another area, it is crucial that they consult with their physician and/or physical therapist.
",positive
38225,"Not in the same league as Sookie Stackhouse: I actually read this because another reviewer objected to the sex. (There are fairies that turn women into nymphomaniacs at least temporarily.) My problem with the book is that the female protagonist can't spot a clue until it bites her, not just on the ass but in a tender spot, and she is mildly incompetent. I like heroines who are at least fairly intelligent and resourceful. To me that is bottom line.
",negative
45842,"Brilliant, too bad Dawkins no longer writes like this: This is perhaps the most important modern book written about evolution, which is all I'll say on that front.It's also worth noting that it was written when Dawkins was still primarly a scientist, and stuck mainly to the science...now he's regressed (evolved in a new direction would be more accurate) into someone obsessed with something as inconsequential as religion.
",positive
81619,"Forget the reviews, just BUY IT!: This is an amazing book. Quit reading the reviews and hit ONE CLICK! With World-War-III about to break out in the region, I wanted one book about Afghanistan that would tell me who is who, and what is really going on. Written in 1999 just as the Taliban seized power, this is the book. It's amazingly enlightening. Want to end the endless wars in Afghanistan? This book tells you how. Embargo the flow of foreign money into the country, money which is used to hire armies of people with no other work available to them. The Afghan people themselves are sick of war. Beautifully written, this book gives an insight into the people of Afghanistan you won't find anywhere else, a culture where a starving peasant will invite a stranger into their home to enjoy their last scrap of food. With or without the current war, this book is a joy to read, one of the finest examples ever of travel writing. I am so lucky to have stumbled across it in a bookstore!
",positive
252368,"Quite helping wrist rest: I recently purchased a couple of these for a friend and me. He thinks it works great. I think it has some warmth issues when prolonged use and a little bit hard when you start using it, still it's a pretty good wrist rest. I'd recommend it.
",positive
177428,"great heavy cd THE STOOGES 1969!!!: the stooges were reveloutinal they were like one of the first heavy rock bands ever can you believe this kind of sound came out in 1969! i mean the whole music scene then was pretty much psychedellic this album is the opposite of psychedellic its a good hard rock album. like mc5 they were the two only bands in america(at that time) to have this heavy sound too it. some key tracks are, 1969, i wanna be your dog, no fun, not right, little doll, etc. this album also was when the stooges were the stooges before they changed their name to iggy pop and the stooges this is before iggy pop took over the other album you need accsess to besides this is raw power another classic buy this album today if you like heavy music
",positive
116595,"This book is great!!: WOW I cant imagne what this girl is going through. I had to read this book for a book report and i was blown away by what happened to this girl! I just wanna reach out and help her. This book is great and i think everyone should read it its kind of like the book A child called IT except this is sexual abuse! but this book is great and i think u should read it but i would be prepared to be shocked and to cry!!
",positive
91983,"These flowers wilted before they broke: Here, an interesting idea is hamstrung by glacial pacing and Bill Murray's hangdog expression - which never varies throughout the film. By the end of the film, it doesn't matter if Don finds the mother of his son, or if there really is a son to begin with; but you wish there was some sort of payoff to reward you for investing 100 minutes of your time.
",negative
183746,"Glad I read the reviews first.: Like many of the reviewers on this site; I too was hoping this would be the product to end the need for razors. Obviously, I would be making a huge mistake spending money on this product. Thank you all for your opinions.
",negative
160608,"Excelent Read, Inspiring Story: Homer Hickam jr. wrote October Sky, originally titled Rocket Boys. The autobiography was about his years in high school in the small mining town of Coalwood, West Virginia where boys grow up to play football or to work in the local mine. Where the women are stereotypes, working all day in the kitchen to have dinner ready when their coal-covered men come home. But for Homer Hickam, an unpopular geek who was in grade nine when the book begins, the town was just a confinement. An amazing, inspiring read covering the most impressive years of a seemingly ordinary boy, this book covers all the bases you want to see in a book, from laughter to romance, including petty crushes and first love in many ways. You'll be cheering and laughing and crying alongside the character in this amazing autobiography. Must read.
",positive
89415,"The Roots track: Why is the Roots song from the soundtrack of the movie The Wood(1999)? They should of put a new song on the cd.
",positive
207998,"Pleased with order: I ordered at least 9 of these candles in two seperate orders. In one order I paid 5.99 per candle. By the second order they were 7.18. I was glad to find both prices as I saw them in a local department store for 14.99 marked down from 20.00. I ordered them with friend, aunt, family, sister, and mom. All recepients were pleased with their gifts and I was pleased to find something personal for a really good price.
",positive
31978,"For the bird lover!: What a joy to wake up to birds singing! We already have an ""Indentiflyer"" and all the bird song cards for birds that live in our region.Birdsong Identiflyer Portable Audio Birdsong GuideWhen we saw this clock, made by ""Identiflyer"", I told my wife I wanted one. She put this in my Easter basket. (Yes, after 25 years of marriage, and even though the kids are out of the house, we still make up Easter baskets for one another.) I wake up to this alarm clock in the morning. I have the volume turned down because it can play very loud. (Some have left reviews saying this clock isn't very loud. Perhaps they have an older version...perhaps they need a loud, obnoxious alarm to wake them...perhaps they need to get to bed earlier so they don't sleep through their alarm!) I'm delighted with the clock. It's the best gift I've received in years.
",positive
147831,"Not as good as I'd hoped: I really wanted to like this movie, but the writing & plot were pretty weak, the acting wooden & shallow, and there was very little chemistry between the leads. There are so many better romantic comedies out there...don't waste your money on this one.
",negative
268625,"Sooooo junk, and over priced: Developed blade play in 1 minute, adjutment does not last. P.O.S . Like the aluminum handles though. Not a good buy, get mtech instead.
",negative
50435,"Lame is right.: I agree with Wheelchair assassin. These mindless God bashers DO have about as much use as a Ford model T. Hell, they've never done anything to increase the credibility of this style of Rock music. Save your money and listen At the gates' ""Terminal spirit disease"", Dark tranquility's ""Skydancer/Of chaos and eternal night"", and Amon amarth's ""Versus the world"" instead. Deicide are not part of the solution, they're part of the problem.
",negative
276864,"Poorly constructed: I purchased this item online from Amazon. The only good part of this experience was Amazon's commitment to customer satisfaction, evidenced by their return policy.None of the places which should have sealed properly did so. Attempts to use the product on a dozen apples resulted in a sticky mess throughout the work area. All attempts to improve the seal and prevent the continuous leaks failed.I could not have been more disappointed in a product that cost this much.Amazon's web interface requires me to 'rate this product'. They won't allow me to rate it with zero stars, else it would not have even the one listed here.
",negative
221001,"Low Quality: The cotton on these long sleeve t-shirts is of low quality. I thought I would use them for layering but they itch. I do wear short sleeve FOL tees and the quality on those is decent. These long sleeve tees are made completely different. They are very light and the fabric against the skin is just uncomfortable.
",negative
175585,"muffin man: Good book. My first with the kindle fire. I enjoyed the muffin man. Having a bipolar person in my life made the book interesting.
",positive
203182,"Luke warm coffer, no thanks!: Well, after getting a GREAT DEAL on this piece of junk, I took it home and followed the instructions.The first thing that bothered me was the ""chemical"" plastic smell.You have to prime it first, which is nothing more than running the machine once before using with the coffee pods.I did that twice to remove that smell.Then I tried it with a pod.Blechh!Luke warm FOLGERS coffee!I'd try it with another brand, but that's what it came with, and I'm now on HOLD trying with Black and Decker to find out why the coffee came out so luke warm.It's been 10 minutes now.Funny thing is, I bought a Litter Maid a month ago, and that was a piece of junk too! Same company.I'm not impressed with this coffee maker or Black and Decker.At least I can take it back.
",negative
195076,"The Perks of Being a Wallflower: This book kind of confused me in the end, but I enjoyed it thoroughly. I can't wait to watch the movie.
",positive
177084,"Which binder am I in?: Where, oh, where can my binder be? I bought this high class 3"" binder that holds a huge portfolio to see if I was in it, but I wasn't there. Am I in the middle class 2"" binder that only holds a medium-sized portfolio? Or am I in the bargain-priced, below poverty level 1"" binder that you can't cram both a woman and a portfolio into no matter how hard or how long you work at it?? I think I'm entitled to more than the Economy View binder. If you find me in one of those binders, please. . . I'm begging you . . . please let me out! I yearn to get into a big, big, big binder that can hold a huge portfolio (and pay less tax on it)!
",negative
26298,"Will change your life!: I agree with all of the glowing reviews here on Amazon. This product has changed my television watching habits forever. Having only owned this model for a few weeks, I am already amazed at the change--now I can watch what I want to watch when I want to watch it and I never have to deal with programming a VCR again--in fact, I unhooked my VCR from my system!Amendment to this review: 8/29/01My Tivo automatically downloaded and installed its newest software, making a great product even better, if you can imagine. My favorite new feature is the ability to have your Tivo search out and record pograms by a very sophisticated set of search criteria. Amazing!!!!
",positive
220776,"Pretty pointless: Romantic comedies aren't the greatest of movies to start off with, but this one is even worse than most. It's not clear why anybody ever produced it. It seems really sloppily done. The acting is horrible - even Jennifer Love Hewitt, who's not half bad. The filming screams ""made-for-TV"". The script and plot seem like they were phoned in by a teenage writer. There's no character or humor. The only part that made me laughed was the postcard from the African orphan. Still, I gave this movie 2 instead of 1 stars because we get to see Jennifer Love Hewitt in bikinis and she still looks good.
",negative
224570,"An exciting and surprising story: From the two ""Doctor Who"" books by Christopher Bulis that I have read, it seems that he is very fond of astonishing plot twists. This book contains at least four major twists that I can remember, each of them a real humdinger. It also comtains a superb characterization of the Sixth Doctor and a decent one of Peri, interesting and believable supporting characters, and a fascinating plot (concerning what appears to be a parallel version of Roman history) that manages to be educational for readers despite not literally presenting real history. Then there is the surprise old enemy: the reader gets enough clues to figure out who it is in advance, so that the revelation of the enemy's identity is a truly thrilling moment since the reader finds that his or her guess is confirmed. I highly recommend this book.
",positive
279165,"Spit cup: Item received was the wrong thing...would have cost more to send it back than it was worth. I was looking for a spit cup and this ""part"" came up. It is NOT a spit cup.
",negative
84034,"I LOVE LOVE TITANIC I COULD DIE I DON'T SEE IT.: LEONARDO YOU ARE SO LUCKY YOU GOT TO BE IN TITANIC O AND YOU TO KATE. Did Kate stayed loving you leonardo cause I do. I LOVE TITANIC BUT NOT MORE THEN YOU LEONARDO
",positive
35104,"Great at first; but god help you if you have a problem: When we first got this, it was great. Made wonderful ice cream, though it still didn't freeze nearly solid enough. But for no known reason, the paddle stopped turning. Motor goes on, but does not paddle. I attempted to contact the company several times for repair recommendations, and never got through anywhere. Email sent to the address in the manual drew ZERO response. I'm very disappointed; I now have a $300 paperweight. One of the main reasons I chose Lello was due to the other review saying the customer service was so good;apparently it's changed. I will not be purchasing from them again.
",negative
207485,"Kind of flimsy: Pros: very cheapCons: very short cordJoystick wore out after a few weeks of heavy useI'd recommend paying the extra few bucks for a name-brand controller that will last longer
",negative
200871,"Good Job: the order was shipped fast with no hastles. THe product was new so I had no problems with the quality, but real impressed with how fast I got it.
",positive
214165,"Wonderful movie...Arguably the best in the series: While it was a little tamed from the first two and the lack of the Wayans' involvement in a film, Scary Movie 3 is stil a pretty good movie, maybe the best installment in the series. I don't think there's any movie that could mix horror and comedy into one successful film. This movie will have you entertained for hours and hours end. If you do not have this movie in your collection, I would recommend picking this up, ASAP!!!!
",positive
51651,"A MASTERPIECE OF DEPTH AND INTRIGUE: Wow,this book really blew me away.It was intriguing,funny and painfully sad.I have always been a fan of the genius that is anthony kiedis, but this book showed there is so much more to him than the amazing voice and god like stage presence.It starts at anthonys independent childhood, and takes you on a rock and roll, drug fuelled journey through his music,relationships and personal demons.This is a must read and the essential chilli's bible.
",positive
68326,"Crunchy coffee!: Melitta Mill & Brew Coffee Maker works well and is easy to clean but it does have some problems. You will typically use more coffee than you'd think to get a good cup. If you lose power for an instant, you have to reset the clock. The auto-shutoff is only an hour. But the biggest problem is that coffee grinds end up in the pot. This problem was negligible when I first got it but now I'm getting a lot of grinds and the coffee is almost undrinkable. I've only had it for 6 months and only used it about 50 times. Melitta said to buy another grinder but that's...for 50 more pots of coffee. A bit expensive.I liked this model because it is small and didn't appear as cumbersome as most of the grind and brew models are. It does pour a lot better than my old coffee pot; quicker with no spilling.
",negative
125222,"suppose to be reviewing the blu-ray not the movies: The people writing bad reviews are doing it for the wrong reason, this is to be reviews on the quality of blu-ray not the crappyness of the movies, I'm buying this set in November along with star trek for my husbands birthday along with a blu-ray burner to add better quality to the network files , talk about that not your opinions of the movie there is another place for that!
",positive
94761,"Pretty Good CD: This was the first enya cassette I brought. When I heard only time I knew I had to buy it, but I wanted to see if they were any other songs I liked from her previous albums and I was surprise that she did songs that I haven't heard in years, You know you might hear a song and you love it but you don't know who performed it. So I bought every album except the Celts which I'm planning to buy soon. My favorite tracks on this album are lazy days because I can relate :-) A day without rain, Fallen Embers, Flora's Secret and Deora Ar Mo Chroi. I did think it was short but I liked it very much, something new. I would agree with some of the reviews it's relaxing something to listen to on a sunny or rainy day just lying on your bed watching time flow by.
",positive
40399,"Too Long & Too Predictable: I picked this book up because it was a guaranteed read. I figured that if the publisher was going to guarantee it, it must be good. They were wrong!! It was too long & too predictable. If you've read all or most of Robin Cook's novels as I have, you'll know what I mean. He has written too many novels where the managed care, insurance companies, or else the pharmaceutical companies are the bad guys. It's time for some new subject matter. I also had a hard time believing that a medical examiner could figure out that there was a serial killer on the loose after only doing two victim's autopsies and seeing that there was a pattern. I love the early Robin Cook novels, and everytime a new one comes out I buy it hoping that his writing has gotten back to like it used to be, and then I'm disappointed that it's not. Maybe in the future I need to just save my money.
",negative
6833,"recall: We obtain a vinyl disc ELP ""Brain salad surgery"" production Shout! factory records. The disc has on both sides of the broad transverse stripes. As Grading is similar to the Fair. It happened at the factory packaging. Although the seller advertised it as new. I would like to sent me a new drive, without damage, and even without an envelope.
",negative
38761,"Honestly thankful.: This movie touched many nerves in me. To those of you who have written reviews about the bad script, please remember that Spielberg himself called it more of a tribute to the soldiers than a movie. How thankful should we all be to ALL soldiers who fought in WW2! Not just Americans or Brits or Canadians, or anyone else inparticular. SPR is NOT about Americans alone, but about courage and that there have been magnificient sacrifices made for our freedoms made. Thank you Mr. Spielberg for making this movie. THANK YOU if you have ever served this nation or any other nation that promotes free will, and is against tyranny and oppression. If you review this for it's movie qualities, you're missing the point.
",positive
246932,"sory, i dont like this one.: slow, expensive to run, poor resolution. best to by an epson. cheaper cartridges, faster printing and much more reliable. sorry canon!
",negative
42580,"Excellent product and delivery: This is the 5th pair of Lynco orthotics I have ordered online. I have them in all my shoes. They hold up extremely well for very active people. The delivery was fast.
",positive
232258,"4 by Four: I have been LOOKING for this cd for the longest time. These are my babies. I had the cassette tape when they first came out. I played it so much that it got caught in my cassette player. I was a hurt teenie bopper. This is a very good cd and I'm so upset that they are no longer around singing. They were pretty much one hit wonders. OMG!!! My favorite song on this entire cd is ""Come Over."" I can still remember the words right now today and I'm 41 years young. I pretty much love the whole cd. When this cd came out I was in the 9th grade. I am so happy to find a seller last week via Amazon that was selling the cd for $50. I could not resist it because Four by 4 is worth that.
",positive
39280,"Bizarre and Refreshing: I don't know why, but it seems like every girl I meet has read and loves this book, yet most guys haven't even heard of it. I even had it recommended to me by a girlfriend. A crazy one. Like bi-polar, put my dog to sleep crazy. She was a sad mistake, but this book was not. I'm a big David Lynch fan, and this book is kind of the novelization form of a movie I could see him putting out. Strange characters, some malevolent, some vacuous, all marching to the beat of their own eccentric drum. Things go from strange, to even stranger, with mixes of everything from mutations to lobotomies thrown in, yet it all makes sense, in a sort of bizarre and twisted fashion. It eventually concludes as a weird, off the beaten path, but completely original tale. In my book, those are the best ones.
",positive
163466,"A good easy to read book: I am glad I bought this book and have found it well written and very informative. The missing star is because it doesn't include some, of what I consider, normal conventions.
",positive
234493,"An magnificently intense performance!: Stewart presents a powerful, vivid reading of the story. He keeps most of the best bits, but he takes out Belle's marriage and most of Fred's party, which misses one of the central messages of the novelette: the importance of family, and the rewards of familial responsibility. It is important that Scroge has given up family in favor of money, and by cutting these scenes, we're left with a more generalized (and therefore less personal or intense) notion of social responsibility. BUt the performance is brilliant.
",positive
47601,"Its perfect: I have to tell you when I was reading the negative reviews I had to laugh. I ordered this because its a small simple peice of equipment that you can even fit in your suitcase. The assemly took me all of 2 seconds. Take the bar, put on the wheels slide on the handles, done! As far as the work out I think its great I get sweaty hands so you if you have that same issue you might want to look for some grip gloves. I have no complaints about the quality of the product. It is a hard plastic so unless your trying to break it not sure than you can. Go for it and spend the money its worth it.
",positive
127545,"Works great: This unit takes a little getting used to as it is significantly different than my old unit which was at least 7 years old. Some great features here the defrost is exceptional defrosting without cooking the food. Popcore works fine however as per the instructions you must have an upside down pie plate for it to cook correctly. If you don't it does not pop all the corn. reheating dishes is exceptionally easy and the electronics are pretty intuitive after a short period of use. Overall a great unit for the $.
",positive
49907,"Great Space Saver!: I first saw this item on America's Test Kitchen and knew I had to have it. I don't have a ton of counter space and this is perfect when I'm baking trays of cookies, granola, pretzels, you name it! It is very sturdy, too. I used to have my baking sheets crowded on any open surface, but this puts them all in one place and doesn't use up any more room than one baking sheet would take up. It stores so well that even in my filled-up kitchen cupboards, I was able to find room for this rack. A definite must for anyone who bakes a lot and wants to free up some counter space!
",positive
223037,"Predictable Midly Boring Nice Scenery: If you like novels with footnotes this is the right book for you. If on the other hand you prefer an interesting plot and lively characters this might not make the top of your list. Erdman is a fine scholar and sets a nice picture of wartime Switzerland, other than that this is a dry book that offers predictable plot devices and little character development
",negative
205665,"Elvis at his best.: The ""sit-down sessions"" are among my favorites. The versions of songs like Lawdy Miss Clawdy, That's Alright Mama,One Night, Love Me etc. are in my opinion the best. I am so thrilled with this dvd that I bought the cd. This collection is a must have.
",positive
240501,"Topless females, do not a movie make!: If you like topless females jumping around, this collection rates a 5 star. The film makers really need to go to school or watch other films and see how to plot and write a action film using very pretty females to keep interest going. I can only say I am glad I didn't pay full price. I am a big fan of japanese movies, I have been buying Asian films for almost 40 years.
",negative
126912,"Not a Petzip stroller!!!!!: I ordered this and was very excited since I have been looking at this stroller on several other websites and have researched the quality etc. It arrived today and it was all wrong. The colors and materials are not the same as a real Petzip. It is flimsy and of poor quality. The windows do not even unzip! Obviously a cheap knockoff! The packaging and a label on the stroller say ""BestPets"". It is already packaged up to return. Very disappointed!
",negative
79911,"Book of Eli Review: Gave it as a Christmas present to my brother in law. As of yet I have heard no adverse comments so I assume that I am perfectly satisfied with my purchase!
",positive
262711,"good for alternative/live cuts of good BOC: This is definitely an album for someone who is familiar with the BOC. The songs are good but they are live and alternative cuts. A lot of people get kinda pissed about this but i liked it. you shouldn't buy this as a 'greatest hits album'. but i think it is definitely worth buying if youre a boc fan.
",positive
214895,"Handy & Functional: Purchased this great little ""dolly"" to transport plastic tubs of books and materials; am very pleased. Is extremely easy to store, load, unload and folds back into its handy storage shape quickly and easily. Am finding it great for multiple home uses as well. Only tiny complaint I have is wishing that the handle extended more; find that I have to bend/reach down to pull or push it. Even knowing that, would still buy it.
",positive
15149,"Don't confuse ""Twist-to-fit"" with ""One size fits all"": Maybe I have freakish ears or something, but these headphones popped out of my ears during a run just like every other pair. The sound quality is okay, I must say I have heard better from Sennheiser. All in all pretty disappointed in these earphones. So the hunt for the perfect pair of headphones continues once again ...
",negative
172638,"Mind & Soul: You must catch this band live whenever they roll into your town. Every band has great musicianship, that's a given. If your not, get a job. This band brings a feeling to it's audience that you can't get just anywhere. There is a vibe pushing down deep into your soul that connects you to the band from the first click of the stick. They cross many genres of music but they fall into a catagory for me that is called Great. Don't miss them now... You'll pay more later and more than likely be watching through binoculars!Enjoy...
",positive
241945,"Great Fun for Kids: I bought 3 lbs of these candies for my two youngest boys Lego birthday party. They were a great hit with all the kids... ages 5 to 15. The kids liked the taste (similar to a sweet tart), and the fact that they could actually build with them was a BIG plus! We had a contest to see which team could build the tallest tower. Lots of fun...
",positive
